id;PERSONAJE;ACTORES;FullName;SubTitle;LINKS;TEMPORADA1;TEMPORADA2;TIPO;esferacoronas;deleted;esferas;esferastype;esferaid;esferalevels;initialChar;RELACIONES;IMAGENES;circulo;PERSONAJE2;Body;TEMPORADA3;Body3;esferalevels3;initialChar3;IMAGENES3;PERSONAJE3;SubTitle3;TIPO3;esferacoronas3;esferas3;esferastype3;RELACIONES3
89;Juan de Aragón;Adrián Lamana;Juan de Aragón;Príncipe de Asturias;;;;Realeza;flandes;;;;55;;;;;;;Juan de Aragón nació en los Reales Alcázares de Sevilla en 1478 y fue el segundo hijo de los Reyes Católicos y príncipe de Asturias hasta su prematura muerte en 1497.\n\r\n\rEl parto real se produjo en plena guerra de reconquista y supuso un espaldarazo para los monarcas al ser el ansiado heredero varón.\n\r\n\rJuan se casó con 19 años en la catedral de Burgos con la archiduquesa Margarita de Austria, en un movimiento de alianza con la dinastia de los Augsburgo, emperadores germánicos.\n\r\n\rSin embargo, a los seis meses falleció de tuberculosis mientras se dirigía a Salamanca a la boda de su hermana.;27 - 28 - 29 - 31;Juan de Aragón nació en los Reales Alcázares de Sevilla en 1478 y fue el segundo hijo de los Reyes Católicos y príncipe de Asturias hasta su prematura muerte en 1497.\n\r\n\rEl parto real se produjo en plena guerra de reconquista y supuso un espaldarazo para los monarcas al ser el ansiado heredero varón.\n\r\n\rJuan se casó con 19 años en la catedral de Burgos con la archiduquesa Margarita de Austria, en un movimiento de alianza con la dinastia de los Augsburgo, emperadores germánicos.\n\r\n\rSin embargo, a los seis meses falleció de tuberculosis mientras se dirigía a Salamanca a la boda de su hermana.;2;14;juan_de_aragon.jpg;Juan de Aragón;Príncipe de Asturias;Realeza;flandes;3,2,71,54,56,57,59;f,f,f,f,f,f,f;Fernando el Católico, Isabel la Católica, Isabel de Aragón, María de Aragón, Juana I de Castilla, Catalina de Aragón, Margarita de Austria
90;Juana I de Castilla;Irene Escolar;Juana la Loca;Reina de Castilla, de Navarra, de Aragón, de Mallorca, de Nápoles y de Sicilia;;;;;flandes;;;;56;;;;;;;Tercera hija de los Reyes Católicos, nació el mismo año que murió su abuelo Juan II de Aragón, fallecimiento que hizo realidad el sueño anhelado por sus padres de la unidad de los dos reinos. Fue la reina que pudo tenerlo todo y no tuvo nada.\n\r\n\rA pesar de que no se había pensado en ella como heredera, recibió una gran formación intelectual al ser desde joven la hija de los reyes más despierta. En su testamento y habiendo sido ya designados sucesores Juana y Felipe el Hermoso, la reina Isabel les pidió que tuvieran a bien conceder todo tipo de benevolencias a la Inquisición.\n\r\n\rSegún las crónicas de aquel tiempo, Juana era muy inteligente y responsable, con un sentido de Estado superior al de otros de su rango. Fue, al igual que sus hermanos, una ficha más del engranaje de la compleja política de matrimonios ideada por los Reyes Católicos para asegurarse unas buenas relaciones con los vecinos portugueses y fortalecer la posición de su Corona en Europa. De esta forma, mientras Isabel era casada con Alfonso de Portugal -aunque la joven murió al poco de contraer matrimonio-, el príncipe Juan contraía nupcias con Margarita de Flandes. Juana quedaba así emparejada con el otro hijo de María de Borgoña, el archiduque de Austria y señor de los Países Bajos, Felipe el Hermoso.\n\r\n\rEn el momento del enlace, los Reyes Católicos están en guerra con la Francia de Carlos VIII. En un intento de asegurar el doble matrimonio con los Borgoña, los castellanos decidieron enviar por barco a la infanta Juana, que solo tenia 16 años, custodiada por una férrea armada hasta su nueva tierra. Esa misma armada debería traer de vueltat a la prometida de Juan, Margarita de Flandes. La Reina Isabel vivió con zozobra esta partida, sabedora del caracter introvertido de su hija.\n\r\n\rLa misma zozobra que sintió tras la muerte de su hijo Juan y que despejó el camino al trono de Juana, aunque fue su marido Felipe el que reclamó la Corona en su nombre. A pesar de los intentos de los Reyes Católicos de que esto no sucediera y tras una carambola fatídica del destino contra los otros sucesores, el trono terminó cayendo de su parte.\n\r\n\rAparte de los celos heredados y de la pasión torturada que sentía por su marido, más que una enajenada Juana era una mujer superdotada intelectualmente e hipersensible en el aspecto emocional. De ahí partieronsus problemas, que se acrecentararon con el aislamiento al que se vio sometida.;29 - 30 - 31 - 32 - 33 - 34;Tercera hija de los Reyes Católicos, nació el mismo año que murió su abuelo Juan II de Aragón, fallecimiento que hizo realidad el sueño anhelado por sus padres de la unidad de los dos reinos. Fue la reina que pudo tenerlo todo y no tuvo nada.\n\r\n\rA pesar de que no se había pensado en ella como heredera, recibió una gran formación intelectual al ser desde joven la hija de los reyes más despierta. En su testamento y habiendo sido ya designados sucesores Juana y Felipe el Hermoso, la reina Isabel les pidió que tuvieran a bien conceder todo tipo de benevolencias a la Inquisición.\n\r\n\rSegún las crónicas de aquel tiempo, Juana era muy inteligente y responsable, con un sentido de Estado superior al de otros de su rango. Fue, al igual que sus hermanos, una ficha más del engranaje de la compleja política de matrimonios ideada por los Reyes Católicos para asegurarse unas buenas relaciones con los vecinos portugueses y fortalecer la posición de su Corona en Europa. De esta forma, mientras Isabel era casada con Alfonso de Portugal -aunque la joven murió al poco de contraer matrimonio-, el príncipe Juan contraía nupcias con Margarita de Flandes. Juana quedaba así emparejada con el otro hijo de María de Borgoña, el archiduque de Austria y señor de los Países Bajos, Felipe el Hermoso.\n\r\n\rEn el momento del enlace, los Reyes Católicos están en guerra con la Francia de Carlos VIII. En un intento de asegurar el doble matrimonio con los Borgoña, los castellanos decidieron enviar por barco a la infanta Juana, que solo tenia 16 años, custodiada por una férrea armada hasta su nueva tierra. Esa misma armada debería traer de vueltat a la prometida de Juan, Margarita de Flandes. La Reina Isabel vivió con zozobra esta partida, sabedora del caracter introvertido de su hija.\n\r\n\rLa misma zozobra que sintió tras la muerte de su hijo Juan y que despejó el camino al trono de Juana, aunque fue su marido Felipe el que reclamó la Corona en su nombre. A pesar de los intentos de los Reyes Católicos de que esto no sucediera y tras una carambola fatídica del destino contra los otros sucesores, el trono terminó cayendo de su parte.\n\r\n\rAparte de los celos heredados y de la pasión torturada que sentía por su marido, más que una enajenada Juana era una mujer superdotada intelectualmente e hipersensible en el aspecto emocional. De ahí partieronsus problemas, que se acrecentararon con el aislamiento al que se vio sometida.;1;15;juana_de_castilla.jpg;Juana I de Castilla;Reina de Castilla, de Navarra, de Aragón, de Mallorca, de Nápoles y de Sicilia;Realeza;flandes;3,2,71,54,55,57,59,60;f,f,f,f,f,f,a,f;Fernando el Católico, Isabel la Católica, Isabel de Aragón, María de Aragón, Juan de Aragón, Catalina de Aragón, Margarita de Austria, Felipe el Hermoso
91;Catalina de Aragón;Natalia Rodríguez;Catalina de Aragón;Reina consorte de Inglaterra e infanta de Castilla y Aragón;;;;Realeza;inglaterra;;;;57;;;;;;;"La hija más joven de Isabel de Castilla y Fernando de Aragón nació en 1485 en Alcalá de Henares, y a los seis años contempló la toma de Granada. Este reino fue su casa hasta su compromiso con Arturo de Gales -primogénito de Enrique VII de Inglaterra- en 1489, a través del tratado de Medina del Campo.\n\r\n\rCatalina poseía tanta responsabilidad y sentido de Estado como su hermana Juana, pero sin su psicología extrema. Mucho más obediente que ella, su temple y su fe la hicieron más fuerte. Además de ser la más parecida físicamente a su madre Isabel, Catalina además heredó su carisma y liderazgo, lo que la convirtió en una mujer admirada. ""Reina de todas las reinas y modelo de majestad femenina"" dijo Shakespeare de ella en la obra Enrique VIII. \n\r\n\rEn 1502, solo cinco meses después de su matrimonio, Arturo murió y se designó a su hermano Enrique como su futuro esposo. Esto respondió a una estrategia para mantener la alianza matrimonial entre las coronas española e inglesa, que buscaba aislar diplomáticamente a Francia. Siete años después el príncipe cumplió los 18 años y, semanas después del matrimonio, se conviertió en el rey Enrique VIII al morir su padre en 1509.\n\r\n\rTras dos abortos y tres hijos fallecidos poco tiempo después de nacer, su única hija fue María. Con el paso del tiempo esto empezó a sembrar el desprecio de Enrique, que buscaba un heredero varón con el que garantizar la estabilidad de la dinastía Tudor.\n\r\n\rUna de las damas de honor de la reina llamó la atención de Enrique y provocó el cisma de la Iglesia Católica. Con el capítulo iniciado junto a Ana Bolena, el rey solicitó en 1527 la disolución de su matrimonio, y tras encontrarse con el apoyo que el Papa Clemente VII y el emperador Carlos V brindaban a Catalina, decide separarse del Iglesia Católica de Roma y colocarse al frente de la Iglesia de Inglaterra para asegurar la anulación de su matrimonio.\n\r\n\rEn 1533, Enrique se casó con Ana Bolena y envió a Catalina al castillo de Kimbolton, en Londres, donde viviría como Princesa viuda de Gales -por su matrimonio con Arturo- hasta su muerte en 1536. Solo meses después Bolena murió decapitada por orden del rey, que aún tuvo tiempo para casarse con otras cuatro mujeres. De una de ellas, Jane Seymour, llegaría su ansiado varón: el príncipe Eduardo, que años más tarde maniobró para impedir que María, la hija de Catalina, llegara al trono. \n\r\n\rApartada de la Corte, María no pudo ver a su madre ni asistió a su funeral. Finalmente, en 1553, María I de Inglaterra fue la tercera mujer en acceder al trono inglés, desde el cual abrogaría las reformas religiosas emprendidas Enrique VIII, y reabriría la relación con España a través de su unión con Felipe II.";27 - 32 - 33;"La hija más joven de Isabel de Castilla y Fernando de Aragón nació en 1485 en Alcalá de Henares, y a los seis años contempló la toma de Granada. Este reino fue su casa hasta su compromiso con Arturo de Gales -primogénito de Enrique VII de Inglaterra- en 1489, a través del tratado de Medina del Campo.\n\r\n\rCatalina poseía tanta responsabilidad y sentido de Estado como su hermana Juana, pero sin su psicología extrema. Mucho más obediente que ella, su temple y su fe la hicieron más fuerte. Además de ser la más parecida físicamente a su madre Isabel, Catalina además heredó su carisma y liderazgo, lo que la convirtió en una mujer admirada. ""Reina de todas las reinas y modelo de majestad femenina"" dijo Shakespeare de ella en la obra Enrique VIII. \n\r\n\rEn 1502, solo cinco meses después de su matrimonio, Arturo murió y se designó a su hermano Enrique como su futuro esposo. Esto respondió a una estrategia para mantener la alianza matrimonial entre las coronas española e inglesa, que buscaba aislar diplomáticamente a Francia. Siete años después el príncipe cumplió los 18 años y, semanas después del matrimonio, se conviertió en el rey Enrique VIII al morir su padre en 1509.\n\r\n\rTras dos abortos y tres hijos fallecidos poco tiempo después de nacer, su única hija fue María. Con el paso del tiempo esto empezó a sembrar el desprecio de Enrique, que buscaba un heredero varón con el que garantizar la estabilidad de la dinastía Tudor.\n\r\n\rUna de las damas de honor de la reina llamó la atención de Enrique y provocó el cisma de la Iglesia Católica. Con el capítulo iniciado junto a Ana Bolena, el rey solicitó en 1527 la disolución de su matrimonio, y tras encontrarse con el apoyo que el Papa Clemente VII y el emperador Carlos V brindaban a Catalina, decide separarse del Iglesia Católica de Roma y colocarse al frente de la Iglesia de Inglaterra para asegurar la anulación de su matrimonio.\n\r\n\rEn 1533, Enrique se casó con Ana Bolena y envió a Catalina al castillo de Kimbolton, en Londres, donde viviría como Princesa viuda de Gales -por su matrimonio con Arturo- hasta su muerte en 1536. Solo meses después Bolena murió decapitada por orden del rey, que aún tuvo tiempo para casarse con otras cuatro mujeres. De una de ellas, Jane Seymour, llegaría su ansiado varón: el príncipe Eduardo, que años más tarde maniobró para impedir que María, la hija de Catalina, llegara al trono. \n\r\n\rApartada de la Corte, María no pudo ver a su madre ni asistió a su funeral. Finalmente, en 1553, María I de Inglaterra fue la tercera mujer en acceder al trono inglés, desde el cual abrogaría las reformas religiosas emprendidas Enrique VIII, y reabriría la relación con España a través de su unión con Felipe II.";2;16;princesa_catalina.jpg;Catalina de Aragón;Reina consorte de Inglaterra e infanta de Castilla y Aragón;Realeza;inglaterra;3,2,71,54,55,61;f,f,f,f,f,f;Fernando el Católico, Isabel la Católica, Isabel de Aragón, María de Aragón, Juan de Aragón, Enrique VIII
92;Manuel I de Portugal;Iván Hermes;Manuel I de Portugal;Rey de Portugal;;;;Realeza;portugal;;;;58;;;;;;;Nació en Alcochete, en mayo de 1469, y tras la muerte de su primo Juan II de Portugal asumió el trono luso. Su nombre no tenía muchas oportunidades de hacerse con el trono pero una serie de circunstancias hizo Manuel I de Portugal, alias el Afortunado, acabase siendo rey y se casase con mujeres poderosas, como las dos hijas de Isabel de Castilla, María e Isabel. F\n\r\n\rSu matrimonio en 1497 con la hija primogénita de los Reyes Católicos, la infanta Isabel a la que pretendió con insistencia, fue la tercera boda celebrada en menos de 3 años de los monarcas castellanos para afianzar sus relaciones con las otras monarquías europeas. \n\r\n\rLas crónicas de aquel tiempo recuerdan las persecuciones que mandó lanzar contra los judíos que buscaron refugio en Portugal tras su expulsión de España. Presionado por su esposa la infanta Isabel, y a diferencia de su antecesor Juan II que les había otorgado buena acogida, Manuel el Afortunado persiguió a los infieles.\n\r\n\rTras la muerte del príncipe de Asturias, los Reyes Católicos se apresuraron a hacer jurar como nuevos sucesores al trono a Manuel e Isabel, para evitar así que Felipe el Hermoso reclamase el trono castellano. Pero la fatalidad hizo que Isabel, que antes de estar casada con Manuel fue esposa del príncie portugués Alfonso y del que quedó viuda, murió tras dar a luz a su hijo Miguel, que posteriormente también falleció a la temprana edad de dos años.;30 - 31 - 32 - 33 - 34;Nació en Alcochete, en mayo de 1469, y tras la muerte de su primo Juan II de Portugal asumió el trono luso. Su nombre no tenía muchas oportunidades de hacerse con el trono pero una serie de circunstancias hizo Manuel I de Portugal, alias el Afortunado, acabase siendo rey y se casase con mujeres poderosas, como las dos hijas de Isabel de Castilla, María e Isabel. F\n\r\n\rSu matrimonio en 1497 con la hija primogénita de los Reyes Católicos, la infanta Isabel a la que pretendió con insistencia, fue la tercera boda celebrada en menos de 3 años de los monarcas castellanos para afianzar sus relaciones con las otras monarquías europeas. \n\r\n\rLas crónicas de aquel tiempo recuerdan las persecuciones que mandó lanzar contra los judíos que buscaron refugio en Portugal tras su expulsión de España. Presionado por su esposa la infanta Isabel, y a diferencia de su antecesor Juan II que les había otorgado buena acogida, Manuel el Afortunado persiguió a los infieles.\n\r\n\rTras la muerte del príncipe de Asturias, los Reyes Católicos se apresuraron a hacer jurar como nuevos sucesores al trono a Manuel e Isabel, para evitar así que Felipe el Hermoso reclamase el trono castellano. Pero la fatalidad hizo que Isabel, que antes de estar casada con Manuel fue esposa del príncie portugués Alfonso y del que quedó viuda, murió tras dar a luz a su hijo Miguel, que posteriormente también falleció a la temprana edad de dos años.;2;17;manuel_de_portugal.jpg;Manuel I de Portugal;Rey de Portugal;Realeza;portugal;3,2,71,54,55,29;a,a,f,f,f,f;Fernando el Católico, Isabel la Católica, Isabel de Aragón, María de Aragón, Juan II de Aragón, Beatriz de Braganza
93;Margarita de Austria;Úrsula Corberó;Margarita de Austria;Princesa consorte de Asturias;;;;Realeza;flandes;;;;59;;;;;;;Archiduquesa de Austria, infanta de España y duquesa de Saboya, formó parte de la política de matrimonios que conciertan los Reyes Católicos con la casa Borgoña. Tras llegar la comitiva con su cuñada Juana la Loca para el matrimonio concertado con su hermano Felipe el Hermoso, parte en barco hacia Castilla para contraer matrimonio con el principe de Asturias. El 6 de marzo de 1497 llegó Margarita al puerto de Santander y pronto se organizó un cortejo para ser desposada en Burgos.\n\r\n\rLas crónicas de aquel tiempo la describen como encantadora, llegando a quedarse toda la corte prendada de ella. Durante los fastos del matrimonio, hubo recelos y malestar en la Corte castellana por el desenvuelto comportamiento del cortejo flamenco que había acompañado a la princesa Margarita. Atrevidos galanes flamencos se tomaron licencias con sus parejas durante las nupcias que ocasionaron el revuelo entre los caballeros castellanos.\n\r\n\rEra hija de María de Borgoña y pocos años antes del matrimonio quedó huérfana. Pero no es una muñeca de porcelana: era culta y hacía gala de un afilado sentido del humor. Tras la boda, los Príncipes recorrieron Castilla, siendo en Salamanca donde se quebró la salud del príncipe Juan. Tras su repentina muerte, Margarita de Flandes sintió realmente la pérdida de su esposo pese a ser un matrimonio concertado.;31 - 32 - 33 - 34;Archiduquesa de Austria, infanta de España y duquesa de Saboya, formó parte de la política de matrimonios que conciertan los Reyes Católicos con la casa Borgoña. Tras llegar la comitiva con su cuñada Juana la Loca para el matrimonio concertado con su hermano Felipe el Hermoso, parte en barco hacia Castilla para contraer matrimonio con el principe de Asturias. El 6 de marzo de 1497 llegó Margarita al puerto de Santander y pronto se organizó un cortejo para ser desposada en Burgos.\n\r\n\rLas crónicas de aquel tiempo la describen como encantadora, llegando a quedarse toda la corte prendada de ella. Durante los fastos del matrimonio, hubo recelos y malestar en la Corte castellana por el desenvuelto comportamiento del cortejo flamenco que había acompañado a la princesa Margarita. Atrevidos galanes flamencos se tomaron licencias con sus parejas durante las nupcias que ocasionaron el revuelo entre los caballeros castellanos.\n\r\n\rEra hija de María de Borgoña y pocos años antes del matrimonio quedó huérfana. Pero no es una muñeca de porcelana: era culta y hacía gala de un afilado sentido del humor. Tras la boda, los Príncipes recorrieron Castilla, siendo en Salamanca donde se quebró la salud del príncipe Juan. Tras su repentina muerte, Margarita de Flandes sintió realmente la pérdida de su esposo pese a ser un matrimonio concertado.;2;18;margarita_de_austria.jpg;Margarita de Austria;Princesa consorte de Asturias;Realeza;flandes;3,2,55,60;a,a,f,f;Fernando el Católico, Isabel la Católica, Juan de Aragón, Felipe el Hermoso
94;Felipe el Hermoso;Raúl Mérida;Felipe el Hermoso;Rey de Castilla;;;;Realeza;flandes;;;;60;;;;;;;Hijo de Maximiliano I y de María de Borgoña, el destino hizo que su hermana y él tuvieran una edad similar a la del príncipe de Asturias y la infanta Juana. Ese hecho y las ganas de fortalecer la corona en Europa de los Reyes Católicos propició el matrimonio con la infanta castellana.\n\r\n\rTras la muerte del Príncipe Juan, Felipe reclamó en nombre de su mujer los derechos sucesorios a la corona de Castilla y Aragón, pero en la Corte Castellana los planes eran otros dado que Juana era la tercera en el orden sucesorio. Decidieron entonces nombrar sucesora a su otra hija, la infanta Isabel, casada con Manuel de Portugal. \n\r\n\rPero la muerte también le sobreviene a ella durante el parto de su hijo Miguel. Es entonces este nombrado sucesor, pero los muchos viajes a los que se vió sometido en su corta edad hizo que enfermara y muriera a los 2 años de edad. \n\r\n\rSe vieron así despejados los planes de Felipe el Hermoso para reclamar la corona, pero Fernando receloso de su yerno nombró reina de Castilla a Juana y tomó las riendas de gobernación acogiéndose al a última voluntad de la Reina Isabel. \n\r\n\rEste eventual desenlace no satisfizo a Felipe, quien había intentando negociaciones con el nuevo rey de Francia, Luis XII para llegar a una alianza familiar con su recién nacido hijo Carlos. Felipe que luchó por formar parte del órgano de decisión y tras la concordia de Salamanca en 1505 consiguió el Gobierno conjunto de Fernando el Católico, Felip el Hermoso y la propia Juana. La situación, con el paso de los meses, se hizo insostenible ante las tensiones entre yerno y suegro. Fernando se retira a Aragón y Felipe es proclamado rey de Castilla en las Cortes de Valladolid con el nombre de Felipe I.;29 - 30 - 31 - 32 - 33 - 34;Hijo de Maximiliano I y de María de Borgoña, el destino hizo que su hermana y él tuvieran una edad similar a la del príncipe de Asturias y la infanta Juana. Ese hecho y las ganas de fortalecer la corona en Europa de los Reyes Católicos propició el matrimonio con la infanta castellana.\n\r\n\rTras la muerte del Príncipe Juan, Felipe reclamó en nombre de su mujer los derechos sucesorios a la corona de Castilla y Aragón, pero en la Corte Castellana los planes eran otros dado que Juana era la tercera en el orden sucesorio. Decidieron entonces nombrar sucesora a su otra hija, la infanta Isabel, casada con Manuel de Portugal. \n\r\n\rPero la muerte también le sobreviene a ella durante el parto de su hijo Miguel. Es entonces este nombrado sucesor, pero los muchos viajes a los que se vió sometido en su corta edad hizo que enfermara y muriera a los 2 años de edad. \n\r\n\rSe vieron así despejados los planes de Felipe el Hermoso para reclamar la corona, pero Fernando receloso de su yerno nombró reina de Castilla a Juana y tomó las riendas de gobernación acogiéndose al a última voluntad de la Reina Isabel. \n\r\n\rEste eventual desenlace no satisfizo a Felipe, quien había intentando negociaciones con el nuevo rey de Francia, Luis XII para llegar a una alianza familiar con su recién nacido hijo Carlos. Felipe que luchó por formar parte del órgano de decisión y tras la concordia de Salamanca en 1505 consiguió el Gobierno conjunto de Fernando el Católico, Felip el Hermoso y la propia Juana. La situación, con el paso de los meses, se hizo insostenible ante las tensiones entre yerno y suegro. Fernando se retira a Aragón y Felipe es proclamado rey de Castilla en las Cortes de Valladolid con el nombre de Felipe I.;2;19;felipe_el_hermoso.jpg;Felipe el Hermoso;Rey de Castilla;Realeza;flandes;3,2,56,59,64,66,65;e,e,f,f,a,a,a;Fernando el Católico, Isabel la Católica, Juana I de Castilla, Margarita de Austria, Carlos VIII, Luis XII, Ana de Bretaña
95;Enrique VIII;Máximo Pastor;Enrique VIII de Inglaterra;Rey de Inglaterra y Señor de Irlanda;;;;;inglaterra;;;;61;;;;;;;;999;"Enrique nace en Londres, en 1491, como el tercer hijo del rey Enrique VII e Isabel de York. A los nueve años, el pequeño Duque de York asistió al desposamiento de su hermano mayor (Arturo, príncipe de Gales) con Catalina de Aragón. Solo cinco meses después de la boda el heredero a la corona inglesa murió de una gripe aguda. Siendo entonces las uniones matrimoniales una estrategia política y diplomática, el pequeño Enrique fue designado como futuro esposo de Catalina.\n\r\n\rEn 1509, tras la muerte de Enrique VII, el heredero se casó con la hija menor de los Reyes Católicos tras siete años de espera y una dispensa papal que certificó que la nueva reina llegaba virgen a su segundo matrimonio. Junto a Enrique, Catalina tuvo dos abortos y tres hijos que fallecerían a los pocos días de nacer. La única superviviente fue María, que años más tarde sería reina de Inglaterra. Curiosamente, para Enrique VIII la búsqueda de un heredero varón se convirtió en una obsesión, ya que con la dudosa excepción de Matilde de Inglaterra, ninguna mujer había llegado al trono inglés. \n\r\n\rEsta situación provocó un distanciamiento entre Enrique y Catalina, lo que propició diversos amoríos del rey fuera del matrimonio. El más importante fue el de Ana Bolena, hermana de otra de sus aventuras María Bolena. Con esta terminaría casándose tras la separación de la Iglesia Católica de Roma y su ascención al frente de la Iglesia de Inglaterra, provocada por el apoyo que el Papa Clemente VII y el emperador Carlos V brindaban a Catalina, que mostró mucho caracter ante la intensa búsqueda del rey de la nulidad de su matrimonio.\n\r\n\rTras la posterior decapitación de Ana Bolena acusada, al parecer falsamente, de adulterio, y la muerte de Catalina en su exilio dorado del castillo de Kimbolton en Londres; la oscuridad de Enrique VIII fue en aumento hasta convertirle siglos más tarde en un oscuro e implacable personaje de Shakespeare. El rey se desposaría con otras cuatro mujeres: Jane Seymour, madre de su primogénito varón, que luego fue el rey Eduardo VI; Ana de Cleves, con la que nunca llegó a consumar el matrimonio; Catalina Howard, ejecutada por adulterio y traición; y Catalina Parr, primera reina de Inglaterra e Irlanda, que además propició la reconciliación de Enrique con las hijas de sus dos primeros matrimonios, María (nieta de los Reyes Católicos) e Isabel, que después sucedieron a Eduardo VI en el trono.";3;20;enrique_octavo.jpg;Enrique VIII;Rey de Inglaterra y Señor de Irlanda;Realeza;inglaterra;57;f;Catalina de Aragón
96;César Borgia;Nacho Aldeguer;César Borgia;Capitán General de la Iglesia Católica, arzobispo de Valencia y obispo de Pamplona;;;;Iglesia;vaticano;;;;62;;;;;;;;33 - 34;Hijo de Rodrigo de Borgia (Alejandro VI), era bien joven cuando su padre ostentó el pontificado. Durante este, Alejandro VI se dedicó a conspirar desde su posición privilegaida, para acumular títulos y dominios para César. Era un hombre de acción, aguerrido e implacable militar, siempre dispuesto a entrar en campaña. Por edad y posición, César se permitió provocar a sus interlocutores en términos que el Papa, más prudente, evitaba.;3;21;cesar_borgia.jpg;César Borgia;Capitán General de la Iglesia Católica, arzobispo de Valencia y obispo de Pamplona;Iglesia;vaticano;53,66,64,3,2;f,a,a,a,a;Alejandro VI, Luis XII, Carlos VIII, Fernando el Católico, Isabel la Católica
97;Luis de Tremoille;José Pedro Carrión;Luis de Tremoille;Noble francés y general que participó en las guerras italianas;;;;;francia;;;;63;;;;;;;;999;Conocido como el 'caballero sin reproche', sirvió a los reyes Luis XI de Francia, Carlos VIII de Francia, Luis XII de Francia y Francisco I de Francia.\n\r\n\rAl parecer, era un hombre viril y atractivo. En el campo de batalla, fue tan hábil y temible como Gonzalo Fernández de Córdoba. Además, como consejero demostró la prudente inteligencia de un Chacón pero también la malicia de Fernando. \n\r\n\rQue durante su vida llegase a servir a cuatro soberanos diferentes dió cuenta de su eficiencia y lealtad a Francia. Ana de Bretaña y él tuvieron agrias dispuetas pero estaban condenados a entenderse pues ambos compartían un rasgo común: eran más inteligentes que el rey Carlos y lo sabían.;3;22;tremoille.jpg;Luis de Tremoille;Noble francés y general que participó en las guerras italianas;Nobleza;francia;64,3,66,65,9,4,5,2;a,e,a,a,e,e,e,e;Carlos VIII, Fernando el Católico, Luis XIII, Ana Bretaña, Andres de Cabrera, Gonzalo Chacón, Gonzalo de Córdoba, Isabel la Católica
98;Carlos VIII;Hector Carballo;Carlos VIII de Francia;Rey de Francia y Nápoles;;;;;francia;;;;64;;;;;;;;27 - 28 - 29 - 31 - 32;Carlos VIII heredó el trono francés con 13 años, y en 1491 asumió el trono de manos de su hermana, la reina regente Ana de Francia. La suma de un joven impetuoso, religiosidad rayana en el fanatismo, con grandes ambiciones, inteligencia limitada y un alto concepto de sí mismo por encabezar el ejército más poderoso de Europ, le convierte en una persona sin escrúpulos, Un elemento peligroso.\n\r\n\rAl morir Francisco II de Bretaña, su hija Ana asumió el ducado e inició la búsqueda de un marido. Se casó Maximiliano I de Austria, lo que supuso una provocación para Francia por la violación del tratado de Verger que había sido diseñado para tener acceso al ducado e impedir su asociación con cualquier reino enemigo. Tras la invasión de Rennes, se anula el matrimonio entre Ana y Maximiliano y Carlos, que ya estaba comprometido con Margarita de Austria, se convierte en su nuevo esposo.\n\r\n\rHacia su esposa, su mejor botín de campaña, Carlos VIII sentía cierto complejo de inferioridad, del que Ana de Bretaña sacará partido aunque generalmente guardarán las formas. Ambos tuvieron cuatro hijos que murieron a temprana edad, lo que provocó que Carlos acusara a su esposa de parir niños condenados a morir.\n\r\n\rCuatro antes de su muerte, en 1494, ocupa militarmente Nápoles desatando la primera guerra, que termina perdiendo por la intervención de Milán, Venecia, el Sacro Imperio Romano Germánico, España y los Estados Pontificios. Cuando fallece, Francia garantiza su unión a Bretaña casando a Ana con el sucesor de Carlos, el rey Luis XII.;2;23;carlos_octavo.jpg;Carlos VIII;Rey de Francia y Nápoles;Realeza;francia;3,2,65,66,53,62,60;e,e,f,a,a,a,a;Fernando el Católico, Isabel la Católica, Ana de Bretaña, Luis XII, Alejandro VI, César Borgia, Felipe el Hermoso
99;Ana de Bretaña;Marta Belmonte;Ana de Bretaña;Duquesa de Bretaña y reina consorte de Francia;;;;;francia;;;;65;;;;;;;;28 - 32;"Ana de Bretaña fue duquesa titular de Bretaña y, por dos veces, reina consorte de Francia: se casó a los 14 años con Carlos VIII de Francia y, a la muerte de éste, con Luis XII a la edad de 21 años. Antes, estuvo casada con Maximiliano de Austria, algo que provocó la toma de Rennes por parte de los franceses y la celebración de boda con Carlos.\n\r\n\rEra descrita por los cronistas de la época como una mujer muy inteligente, astuta, orgullosa y altiva en sus modales. Una de sus piernas era más corta que la otra, lo que le causaba una leve cojera. A diferencia de Carlos, es una mujer cultivada y con gusto por las artes. \n\r\n\rSe cuenta una anécdota de Ana de Bretaña que ilustra sobre su carácter: la tradición refiere que la reina iba de caza y se topó con un armiño. El animal huyó hasta llegar a un lodazal. Allí se detuvo. No quiso la presa meterse en el barro y dio media vuelta, plantando cara a la cazadora que se le venía encima. ""Antes muerta que sucia"" se convirtió en el mote heráldico de la bretona, que también adoptó el armiño como piel fetiche.\n\r\n\rAna se convierte en una superviviente para permitir así que el ducado de Bretaña sobreviva con entidad propia. Con Luis tiene dos hijas: Claudia y Renata. La primera se casará con Francisco I, se convertirá en reina regente, y bajo su mandato se completará la anexión definitiva a Francia en 1532.";3;24;ana_bretana.jpg;Ana de Bretaña;Duquesa de Bretaña y reina consorte de Francia;Realeza;francia;64,66,60;f,f,a;Carlos VIII, Luis XII, Felipe el Hermoso
